emp_no,first_name,last_name,title,from_date,salary,count
477678,Naftaly,Serre,Staff,1988-07-22,82138,2
477678,Naftaly,Serre,Senior Staff,1996-07-22,82138,2
468288,Naftaly,Smailagic,Senior Engineer,2002-03-17,66749,2
468288,Naftaly,Smailagic,Engineer,1997-03-17,66749,2
82934,Naftaly,Tsunoo,Engineer,1991-02-26,40000,2
82934,Naftaly,Tsunoo,Senior Engineer,1999-02-26,40000,2
77524,Naftaly,Usery,Staff,1990-03-04,47193,2
77524,Naftaly,Usery,Senior Staff,1995-03-04,47193,2
34290,Naftaly,Vieth,Staff,1992-11-23,59960,2
34290,Naftaly,Vieth,Senior Staff,1997-11-23,59960,2
92385,Nagui,Armand,Senior Staff,1995-08-06,44386,2
92385,Nagui,Armand,Staff,1988-08-05,44386,2
229914,Nagui,Back,Staff,1990-11-18,62468,2
229914,Nagui,Back,Senior Staff,1998-11-18,62468,2
243109,Nagui,Barvinok,Engineer,1988-06-24,55539,2
243109,Nagui,Barvinok,Senior Engineer,1997-06-24,55539,2
83167,Nagui,Chachaty,Staff,1990-07-14,40000,2
83167,Nagui,Chachaty,Senior Staff,1997-07-14,40000,2
445743,Nagui,Clouatre,Assistant Engineer,1987-10-07,63799,2
445743,Nagui,Clouatre,Engineer,1996-10-06,63799,2
433172,Nagui,Curless,Senior Staff,2001-12-31,40000,2
433172,Nagui,Curless,Staff,1992-12-31,40000,2
404017,Nagui,Deyuan,Senior Engineer,1998-07-10,50172,2
404017,Nagui,Deyuan,Engineer,1992-07-10,50172,2
77373,Nagui,Foote,Senior Staff,2000-10-29,66929,2
77373,Nagui,Foote,Staff,1992-10-29,66929,2
44809,Nagui,Gill,Engineer,1988-04-14,50369,2
44809,Nagui,Gill,Senior Engineer,1994-04-14,50369,2
105291,Nagui,Goldhammer,Staff,1985-02-20,40000,2
105291,Nagui,Goldhammer,Senior Staff,1991-02-20,40000,2
65740,Nagui,Kalsbeek,Staff,1990-08-04,76120,2
65740,Nagui,Kalsbeek,Senior Staff,1997-08-04,76120,2
432440,Nagui,Karlin,Engineer,1985-08-08,47916,2
432440,Nagui,Karlin,Senior Engineer,1994-08-08,47916,2
216934,Nagui,Krzyzanowski,Senior Engineer,1993-07-21,59907,2
216934,Nagui,Krzyzanowski,Engineer,1988-07-21,59907,2
295295,Nagui,Litvinov,Senior Engineer,1994-08-25,55450,2
295295,Nagui,Litvinov,Engineer,1987-08-25,55450,2
28648,Nagui,Luca,Staff,1989-04-04,83050,2
28648,Nagui,Luca,Senior Staff,1995-04-04,83050,2
106847,Nagui,Luft,Assistant Engineer,1989-11-13,40000,3
106847,Nagui,Luft,Senior Engineer,2001-11-12,40000,3
106847,Nagui,Luft,Engineer,1995-11-13,40000,3
72031,Nagui,Makrucki,Senior Staff,1994-01-22,65794,2
72031,Nagui,Makrucki,Staff,1988-01-23,65794,2
216177,Nagui,Mattern,Senior Engineer,1996-04-13,40000,2
216177,Nagui,Mattern,Engineer,1988-04-13,40000,2
462263,Nagui,Mayerwieser,Senior Staff,1997-07-22,74735,2
462263,Nagui,Mayerwieser,Staff,1990-07-22,74735,2
488043,Nagui,Prampolini,Engineer,1989-10-14,49695,2
488043,Nagui,Prampolini,Senior Engineer,1998-10-14,49695,2
54033,Nagui,Ranka,Engineer,1992-07-11,50894,2
54033,Nagui,Ranka,Senior Engineer,2000-07-11,50894,2
76293,Nagui,Reinhart,Senior Engineer,1993-04-03,56496,2
76293,Nagui,Reinhart,Engineer,1985-04-03,56496,2
418365,Nagui,Rettelbach,Engineer,1989-01-25,76598,2
418365,Nagui,Rettelbach,Senior Engineer,1996-01-26,76598,2
275930,Nagui,Rosis,Senior Engineer,1994-08-18,49263,2
275930,Nagui,Rosis,Engineer,1986-08-18,49263,2
406180,Nagui,Stamatiou,Staff,1990-07-24,51190,2
406180,Nagui,Stamatiou,Senior Staff,1996-07-23,51190,2
410887,Nagui,Stassinopoulos,Senior Staff,1993-11-16,40000,2
410887,Nagui,Stassinopoulos,Staff,1987-11-17,40000,2
283227,Nagui,Sullins,Staff,1986-05-22,71496,2
283227,Nagui,Sullins,Senior Staff,1991-05-22,71496,2
23536,Nagui,Vural,Engineer,1991-05-04,40000,2
23536,Nagui,Vural,Senior Engineer,1997-05-03,40000,2
473975,Nagui,Yoshizawa,Senior Engineer,1993-09-25,40000,2
473975,Nagui,Yoshizawa,Engineer,1986-09-25,40000,2
266708,Nahid,Ariola,Senior Engineer,2002-04-12,40000,2
266708,Nahid,Ariola,Engineer,1993-04-12,40000,2
266729,Nahid,Bellone,Engineer,1996-11-25,53915,2
266729,Nahid,Bellone,Senior Engineer,2001-11-25,53915,2
94596,Nahid,Biros,Engineer,1986-02-07,45491,2
94596,Nahid,Biros,Senior Engineer,1993-02-07,45491,2
409761,Nahid,Brattka,Staff,1987-03-07,64018,2
409761,Nahid,Brattka,Senior Staff,1992-03-06,64018,2
10634,Nahid,Chepyzhov,Senior Engineer,2000-11-10,45179,3
10634,Nahid,Chepyzhov,Engineer,1995-11-11,45179,3
10634,Nahid,Chepyzhov,Assistant Engineer,1990-11-11,45179,3
297564,Nahid,Constantine,Senior Engineer,2000-12-29,58450,2
297564,Nahid,Constantine,Engineer,1991-12-30,58450,2
290274,Nahid,Cooley,Senior Staff,1999-08-23,49365,2
290274,Nahid,Cooley,Staff,1990-08-23,49365,2
58869,Nahid,Eugenio,Senior Engineer,2002-06-17,40000,2
58869,Nahid,Eugenio,Engineer,1993-06-17,40000,2
77981,Nahid,Ferretti,Senior Engineer,2001-10-17,40914,2
77981,Nahid,Ferretti,Engineer,1994-10-17,40914,2
295307,Nahid,Hutter,Assistant Engineer,1991-08-20,40000,2
295307,Nahid,Hutter,Engineer,2000-08-19,40000,2
297717,Nahid,Karnin,Staff,1992-02-09,64816,2
297717,Nahid,Karnin,Senior Staff,1999-02-09,64816,2
35361,Nahid,Krohn,Engineer,1991-02-21,49542,2
35361,Nahid,Krohn,Senior Engineer,1997-02-20,49542,2
495164,Nahid,Krupka,Engineer,1993-08-16,57137,2
495164,Nahid,Krupka,Senior Engineer,2001-08-16,57137,2
459033,Nahid,Laventhal,Senior Engineer,1998-08-03,50505,2
459033,Nahid,Laventhal,Engineer,1989-08-03,50505,2
233823,Nahid,Luders,Senior Engineer,2002-03-31,46304,2
233823,Nahid,Luders,Engineer,1993-03-31,46304,2
439125,Nahid,Luff,Staff,1995-12-08,60638,2
439125,Nahid,Luff,Senior Staff,2001-12-07,60638,2
101515,Nahid,Magalhaes,Staff,1988-04-02,40000,2
101515,Nahid,Magalhaes,Senior Staff,1994-04-02,40000,2
53860,Nahid,Masamoto,Staff,1994-07-19,89507,2
53860,Nahid,Masamoto,Senior Staff,2000-07-18,89507,2
36387,Nahid,Montemayor,Senior Staff,1996-12-24,60105,2
36387,Nahid,Montemayor,Staff,1990-12-25,60105,2
230374,Nahid,Mullainathan,Senior Staff,1994-03-13,53088,2
230374,Nahid,Mullainathan,Staff,1989-03-13,53088,2
265962,Nahid,Pepe,Senior Engineer,1993-11-03,40000,2
265962,Nahid,Pepe,Engineer,1986-11-03,40000,2
220490,Nahid,Pettis,Senior Staff,2000-09-11,55483,3
220490,Nahid,Pettis,Staff,1995-09-12,55483,3
270820,Nahid,Pettis,Senior Engineer,1990-11-09,40000,3
281931,Nahid,Picht,Senior Staff,1999-01-09,90065,2
281931,Nahid,Picht,Staff,1991-01-09,90065,2
29168,Nahid,Schwabacher,Senior Staff,1999-11-17,49547,2
29168,Nahid,Schwabacher,Staff,1990-11-17,49547,2
48475,Nahid,Theuretzbacher,Senior Engineer,1998-12-04,40000,2
48475,Nahid,Theuretzbacher,Engineer,1993-12-04,40000,2
268267,Nahid,Vandervoorde,Staff,1995-08-25,40000,2
268267,Nahid,Vandervoorde,Senior Staff,2001-08-24,40000,2
47829,Nahid,Vanwelkenhuysen,Engineer,1989-02-08,69841,2
47829,Nahid,Vanwelkenhuysen,Senior Engineer,1998-02-08,69841,2
271068,Nahla,Angel,Senior Staff,1998-05-08,43819,2
271068,Nahla,Angel,Staff,1990-05-08,43819,2
429801,Nahla,Angot,Senior Staff,1999-09-07,45392,2
429801,Nahla,Angot,Staff,1990-09-07,45392,2
69421,Nahla,Clemencon,Staff,1987-06-11,45226,2
69421,Nahla,Clemencon,Senior Staff,1993-06-10,45226,2
495174,Nahla,Czaja,Senior Staff,2001-01-17,73084,2
495174,Nahla,Czaja,Staff,1994-01-17,73084,2
223483,Nahla,Danley,Senior Staff,1994-09-20,40000,2
223483,Nahla,Danley,Staff,1988-09-20,40000,2
200722,Nahla,Delgrande,Senior Staff,1993-04-15,63586,2
200722,Nahla,Delgrande,Staff,1987-04-16,63586,2
222046,Nahla,Driscoll,Senior Engineer,1994-03-06,64510,2
222046,Nahla,Driscoll,Engineer,1987-03-06,64510,2
487160,Nahla,Goldhammer,Senior Engineer,1999-10-18,48052,2
487160,Nahla,Goldhammer,Engineer,1990-10-18,48052,2
105932,Nahla,Hebden,Engineer,1990-03-23,40000,2
105932,Nahla,Hebden,Senior Engineer,1999-03-23,40000,2
443233,Nahla,Heuter,Staff,1985-09-26,40000,2
443233,Nahla,Heuter,Senior Staff,1993-09-26,40000,2
81079,Nahla,Mellouli,Senior Staff,2002-07-07,53145,2
81079,Nahla,Mellouli,Staff,1995-07-07,53145,2
410220,Nahla,Milicic,Senior Engineer,2002-07-17,62760,2
410220,Nahla,Milicic,Engineer,1995-07-17,62760,2
208617,Nahla,Onuegbe,Engineer,1985-03-11,50496,2
208617,Nahla,Onuegbe,Senior Engineer,1993-03-11,50496,2
483586,Nahla,Pardalos,Engineer,1995-01-05,40000,4
483586,Nahla,Pardalos,Senior Engineer,2000-01-05,40000,4
57708,Nahla,Pardalos,Engineer,1990-07-29,40000,4
57708,Nahla,Pardalos,Senior Engineer,1997-07-29,40000,4
402840,Nahla,Peris,Staff,1993-05-15,93240,2
402840,Nahla,Peris,Senior Staff,1999-05-15,93240,2
465857,Nahla,Peron,Senior Staff,1992-08-31,76337,2
465857,Nahla,Peron,Staff,1987-09-01,76337,2
420320,Nahla,Poupard,Staff,1992-01-25,69083,2
420320,Nahla,Poupard,Senior Staff,1999-01-25,69083,2
12729,Nahla,Rahier,Senior Engineer,1997-10-15,51796,2
12729,Nahla,Rahier,Engineer,1992-10-15,51796,2
201248,Nahla,Randi,Staff,1994-02-12,47105,2
201248,Nahla,Randi,Senior Staff,2002-02-12,47105,2
488837,Nahla,Riexinger,Senior Staff,2001-06-22,63516,2
488837,Nahla,Riexinger,Staff,1996-06-22,63516,2
95537,Nahla,Schaap,Staff,1990-09-30,40000,2
95537,Nahla,Schaap,Senior Staff,1999-09-30,40000,2
82350,Nahla,Stifter,Engineer,1989-07-19,40000,2
82350,Nahla,Stifter,Senior Engineer,1995-07-19,40000,2
101122,Nahla,Swick,Senior Staff,1991-03-11,43359,2
101122,Nahla,Swick,Staff,1985-03-11,43359,2
291042,Nahla,Thombley,Senior Staff,2000-02-26,58933,2
291042,Nahla,Thombley,Staff,1995-02-26,58933,2
25049,Nahla,Valette,Engineer,1990-04-27,40000,2
25049,Nahla,Valette,Senior Engineer,1999-04-27,40000,2
467397,Nahum,Benzmuller,Engineer,1994-08-22,47114,2
467397,Nahum,Benzmuller,Assistant Engineer,1985-08-22,47114,2
28479,Nahum,Bondorf,Senior Staff,2001-04-17,94684,2
28479,Nahum,Bondorf,Staff,1994-04-17,94684,2
15372,Nahum,Broder,Staff,1988-10-12,79245,2
15372,Nahum,Broder,Senior Staff,1994-10-12,79245,2
453448,Nahum,Coorg,Staff,1985-04-27,51914,2
453448,Nahum,Coorg,Senior Staff,1994-04-27,51914,2
470979,Nahum,dAstous,Senior Engineer,1994-03-30,69519,2
470979,Nahum,dAstous,Engineer,1989-03-30,69519,2
440652,Nahum,Garnier,Engineer,1988-12-05,67855,2
440652,Nahum,Garnier,Senior Engineer,1996-12-05,67855,2
448297,Nahum,Ghelli,Senior Staff,1994-10-05,63726,2
448297,Nahum,Ghelli,Staff,1988-10-05,63726,2
271880,Nahum,Giaccio,Senior Staff,1998-09-02,67877,2
271880,Nahum,Giaccio,Staff,1990-09-02,67877,2
452069,Nahum,Hiyoshi,Engineer,1995-05-27,52266,2
452069,Nahum,Hiyoshi,Senior Engineer,2000-05-26,52266,2
449960,Nahum,Luft,Staff,1992-06-19,81385,2
449960,Nahum,Luft,Senior Staff,1998-06-19,81385,2
97575,Nahum,Maksimenko,Engineer,1988-10-26,40000,2
97575,Nahum,Maksimenko,Senior Engineer,1996-10-26,40000,2
491786,Nahum,McAffer,Senior Engineer,2000-12-20,40000,2
491786,Nahum,McAffer,Engineer,1992-12-20,40000,2
444152,Nahum,Nastansky,Senior Engineer,1993-02-04,41490,2
444152,Nahum,Nastansky,Engineer,1985-02-04,41490,2
47168,Nahum,Pell,Engineer,1987-06-05,40000,2
47168,Nahum,Pell,Senior Engineer,1994-06-05,40000,2
440539,Nahum,Pettis,Engineer,1985-11-16,58168,2
440539,Nahum,Pettis,Senior Engineer,1990-11-16,58168,2
37518,Nahum,Rassart,Senior Engineer,1992-07-02,40000,2
37518,Nahum,Rassart,Engineer,1986-07-03,40000,2
255761,Nahum,Sabnani,Engineer,1989-10-15,44660,2
255761,Nahum,Sabnani,Senior Engineer,1997-10-15,44660,2
19979,Nahum,Schwartzbauer,Staff,1989-12-21,90696,2
19979,Nahum,Schwartzbauer,Senior Staff,1995-12-21,90696,2
20540,Nahum,Siochi,Senior Engineer,1996-02-24,40000,2
20540,Nahum,Siochi,Engineer,1990-02-24,40000,2
437523,Nahum,Vakili,Engineer,1986-05-19,42622,2
437523,Nahum,Vakili,Senior Engineer,1992-05-18,42622,2
411655,Nahum,Valette,Senior Engineer,1991-06-15,54786,2
411655,Nahum,Valette,Engineer,1986-06-15,54786,2
439040,Nakhoon,Aloia,Staff,1990-09-06,80631,2
439040,Nakhoon,Aloia,Senior Staff,1997-09-06,80631,2
469619,Nakhoon,Bennis,Engineer,1989-12-01,47456,2
469619,Nakhoon,Bennis,Senior Engineer,1995-12-01,47456,2
446631,Nakhoon,Biros,Staff,1992-03-22,40000,2
446631,Nakhoon,Biros,Senior Staff,1999-03-23,40000,2
436473,Nakhoon,Braunmuhl,Senior Staff,1996-09-05,68869,2
436473,Nakhoon,Braunmuhl,Staff,1988-09-05,68869,2
87152,Nakhoon,Byoun,Staff,1988-06-23,65480,2
87152,Nakhoon,Byoun,Senior Staff,1993-06-23,65480,2
414966,Nakhoon,Cochrane,Staff,1993-08-17,93004,2
414966,Nakhoon,Cochrane,Senior Staff,2000-08-17,93004,2
31160,Nakhoon,Demke,Staff,1991-02-05,40000,2
31160,Nakhoon,Demke,Senior Staff,1998-02-05,40000,2
491148,Nakhoon,Dredge,Senior Engineer,1996-04-19,53648,2
491148,Nakhoon,Dredge,Engineer,1991-04-20,53648,2
232565,Nakhoon,Hopewell,Engineer,1992-07-15,56678,2
232565,Nakhoon,Hopewell,Senior Engineer,1998-07-15,56678,2
21629,Nakhoon,Huxford,Assistant Engineer,1992-09-22,68162,2
21629,Nakhoon,Huxford,Engineer,2001-09-22,68162,2
204919,Nakhoon,Kavvadias,Staff,1987-01-30,56821,2
204919,Nakhoon,Kavvadias,Senior Staff,1993-01-29,56821,2
72518,Nakhoon,Lamba,Staff,1992-06-21,40000,2
72518,Nakhoon,Lamba,Senior Staff,2000-06-21,40000,2
438406,Nakhoon,Linnainmaa,Engineer,2001-01-27,40000,2
438406,Nakhoon,Linnainmaa,Assistant Engineer,1996-01-28,40000,2
417495,Nakhoon,Miake,Engineer,1994-06-21,54941,3
417495,Nakhoon,Miake,Assistant Engineer,1988-06-21,54941,3
417495,Nakhoon,Miake,Senior Engineer,2000-06-20,54941,3
418222,Nakhoon,Nooteboom,Engineer,1991-10-26,49870,2
418222,Nakhoon,Nooteboom,Senior Engineer,1999-10-26,49870,2
439558,Nakhoon,Peternell,Staff,1994-12-13,57329,2
439558,Nakhoon,Peternell,Senior Staff,2000-12-12,57329,2
468185,Nakhoon,Pietracaprina,Engineer,1989-05-17,49952,2
468185,Nakhoon,Pietracaprina,Senior Engineer,1996-05-17,49952,2
22066,Nakhoon,Roison,Engineer,1987-08-13,40000,2
22066,Nakhoon,Roison,Senior Engineer,1992-08-12,40000,2
496689,Nakhoon,Slutz,Senior Engineer,1996-05-10,81864,2
496689,Nakhoon,Slutz,Engineer,1991-05-11,81864,2
63079,Nakhoon,Warwick,Staff,1995-06-26,73243,2
63079,Nakhoon,Warwick,Senior Staff,2001-06-25,73243,2
205894,Nalini,Barriga,Engineer,1998-04-03,57993,2
205894,Nalini,Barriga,Assistant Engineer,1993-04-03,57993,2
286914,Nalini,Bierbaum,Staff,1985-11-17,40000,2
286914,Nalini,Bierbaum,Senior Staff,1993-11-17,40000,2
260727,Nalini,Billawala,Staff,1985-02-23,92951,2
260727,Nalini,Billawala,Senior Staff,1990-02-23,92951,2
96133,Nalini,Breugel,Senior Staff,1995-08-16,52003,2
96133,Nalini,Breugel,Staff,1990-08-16,52003,2
428412,Nalini,Carrere,Senior Engineer,2001-11-12,71133,2
428412,Nalini,Carrere,Engineer,1992-11-12,71133,2
81773,Nalini,Castellani,Staff,1990-11-11,85392,2
81773,Nalini,Castellani,Senior Staff,1998-11-11,85392,2
497318,Nalini,Gils,Engineer,1994-02-19,58276,2
497318,Nalini,Gils,Senior Engineer,2001-02-19,58276,2
402256,Nalini,Gini,Senior Engineer,2000-12-09,40000,2
402256,Nalini,Gini,Engineer,1993-12-09,40000,2
106834,Nalini,Gips,Senior Staff,1999-03-11,62543,2
106834,Nalini,Gips,Staff,1993-03-11,62543,2
60465,Nalini,Gischer,Staff,1995-09-27,40000,2
60465,Nalini,Gischer,Senior Staff,2000-09-26,40000,2
257735,Nalini,Goldhammer,Staff,1994-07-12,53753,2
257735,Nalini,Goldhammer,Senior Staff,1999-07-12,53753,2
420242,Nalini,Hanratty,Senior Engineer,1995-12-04,43125,2
420242,Nalini,Hanratty,Engineer,1986-12-04,43125,2
44490,Nalini,Lorcy,Senior Engineer,1994-06-07,50321,2
44490,Nalini,Lorcy,Engineer,1987-06-07,50321,2
219488,Nalini,Luca,Senior Staff,1994-11-07,61107,4
53375,Nalini,Luca,Senior Engineer,1997-08-04,40000,4
53375,Nalini,Luca,Engineer,1989-08-04,40000,4
219488,Nalini,Luca,Staff,1986-11-07,61107,4
202182,Nalini,Luce,Engineer,1999-02-12,75728,2
202182,Nalini,Luce,Assistant Engineer,1991-02-12,75728,2
33001,Nalini,Matzov,Staff,1992-02-23,40000,2
33001,Nalini,Matzov,Senior Staff,2001-02-22,40000,2
432468,Nalini,McAlpine,Engineer,1987-06-01,40000,2
432468,Nalini,McAlpine,Senior Engineer,1994-06-01,40000,2
66481,Nalini,McClurg,Senior Engineer,1997-12-09,56223,2
66481,Nalini,McClurg,Engineer,1988-12-09,56223,2
422824,Nalini,Montresor,Senior Engineer,1994-05-10,40000,2
422824,Nalini,Montresor,Engineer,1989-05-10,40000,2
221385,Nalini,Randi,Senior Staff,2000-02-17,40000,2
221385,Nalini,Randi,Staff,1994-02-17,40000,2
458767,Nalini,Raoux,Senior Staff,1997-11-10,75898,2
458767,Nalini,Raoux,Staff,1989-11-10,75898,2
220237,Nalini,Renear,Senior Staff,1995-03-30,40000,2
220237,Nalini,Renear,Staff,1987-03-30,40000,2
32200,Nalini,Sadowsky,Engineer,1996-09-07,42770,2
32200,Nalini,Sadowsky,Assistant Engineer,1988-09-07,42770,2
91016,Nalini,Shrader,Engineer,1993-05-03,51390,2
91016,Nalini,Shrader,Senior Engineer,1998-05-03,51390,2
11871,Nalini,Sommen,Senior Engineer,1998-10-13,67424,2
11871,Nalini,Sommen,Engineer,1993-10-13,67424,2
42916,Nalini,Stanfel,Staff,1989-07-11,40000,2
42916,Nalini,Stanfel,Senior Staff,1998-07-11,40000,2
209587,Nalini,Thiran,Engineer,1989-06-06,55324,2
209587,Nalini,Thiran,Senior Engineer,1994-06-06,55324,2
70296,Nalini,Vadhan,Senior Engineer,1994-08-12,55852,2
70296,Nalini,Vadhan,Engineer,1985-08-12,55852,2
295062,Naraig,Asser,Senior Staff,1997-03-05,43552,2
295062,Naraig,Asser,Staff,1988-03-05,43552,2
455840,Naraig,Aumann,Senior Staff,1994-12-25,82816,2
455840,Naraig,Aumann,Staff,1986-12-25,82816,2
226079,Naraig,Badache,Engineer,1985-11-15,40000,2
226079,Naraig,Badache,Senior Engineer,1991-11-15,40000,2
225033,Naraig,Camurati,Senior Engineer,1995-12-14,40000,2
225033,Naraig,Camurati,Engineer,1990-12-14,40000,2
472939,Naraig,Dalton,Staff,1989-04-29,71145,2
472939,Naraig,Dalton,Senior Staff,1994-04-29,71145,2
27801,Naraig,Danecki,Senior Staff,1995-02-19,49614,2
27801,Naraig,Danecki,Staff,1986-02-19,49614,2
206625,Naraig,Frolund,Engineer,1990-12-09,40000,4
84773,Naraig,Frolund,Engineer,1986-02-07,44886,4
206625,Naraig,Frolund,Senior Engineer,1996-12-08,40000,4
84773,Naraig,Frolund,Senior Engineer,1995-02-07,44886,4
456193,Naraig,Gien,Engineer,1991-08-18,40000,2
456193,Naraig,Gien,Senior Engineer,1998-08-18,40000,2
467047,Naraig,Gronowski,Senior Staff,1998-10-09,53733,2
467047,Naraig,Gronowski,Staff,1989-10-09,53733,2
280483,Naraig,Jeong,Staff,1988-06-28,68110,4
280483,Naraig,Jeong,Senior Staff,1997-06-28,68110,4
77547,Naraig,Jeong,Engineer,1990-10-26,46391,4
77547,Naraig,Jeong,Senior Engineer,1996-10-25,46391,4
70563,Naraig,Klerer,Staff,1998-10-19,51917,3
249673,Naraig,Klerer,Senior Staff,1997-08-29,74464,3
249673,Naraig,Klerer,Staff,1988-08-29,74464,3
229460,Naraig,Landherr,Staff,1991-12-11,40000,2
229460,Naraig,Landherr,Senior Staff,1999-12-11,40000,2
215871,Naraig,Lores,Senior Engineer,1992-08-16,40000,2
215871,Naraig,Lores,Engineer,1986-08-17,40000,2
209313,Naraig,Lupu,Staff,1989-12-20,41777,2
209313,Naraig,Lupu,Senior Staff,1995-12-20,41777,2
215262,Naraig,Meszaros,Senior Engineer,1997-03-01,54118,2
215262,Naraig,Meszaros,Engineer,1991-03-02,54118,2
484559,Naraig,Pardalos,Senior Engineer,2000-12-18,67731,2
484559,Naraig,Pardalos,Engineer,1991-12-19,67731,2
98682,Naraig,Parhami,Senior Staff,1998-10-28,40000,2
98682,Naraig,Parhami,Staff,1991-10-28,40000,2
473330,Naraig,Perfilyeva,Staff,1986-12-09,45214,2
473330,Naraig,Perfilyeva,Senior Staff,1993-12-09,45214,2
493361,Naraig,Perri,Senior Staff,2000-07-16,45766,2
493361,Naraig,Perri,Staff,1994-07-17,45766,2
260037,Naraig,Prochazka,Engineer,1988-09-27,40000,2
260037,Naraig,Prochazka,Senior Engineer,1995-09-28,40000,2
444483,Naraig,Rahimi,Senior Engineer,1995-06-03,43130,4
444483,Naraig,Rahimi,Engineer,1989-06-03,43130,4
474899,Naraig,Rahimi,Staff,1990-02-20,69462,4
474899,Naraig,Rahimi,Senior Staff,1995-02-20,69462,4
94667,Naraig,Rebaine,Staff,1993-04-26,40000,2
94667,Naraig,Rebaine,Senior Staff,1999-04-26,40000,2
285641,Naraig,Reghbati,Senior Staff,1996-07-08,61473,2
285641,Naraig,Reghbati,Staff,1991-07-09,61473,2
63895,Naraig,Showalter,Senior Staff,2000-10-04,40000,2
63895,Naraig,Showalter,Staff,1992-10-04,40000,2
484598,Naraig,Swift,Staff,1989-05-17,40000,2
484598,Naraig,Swift,Senior Staff,1996-05-17,40000,2
90572,Naraig,Tokunaga,Senior Engineer,1992-06-28,44564,2
90572,Naraig,Tokunaga,Engineer,1985-06-28,44564,2
102544,Naraig,Toyoshima,Senior Engineer,1997-07-10,48738,2
102544,Naraig,Toyoshima,Engineer,1990-07-10,48738,2
469426,Naraig,Vakili,Staff,1993-12-06,41556,2
469426,Naraig,Vakili,Senior Staff,1999-12-06,41556,2
296856,Naraig,Weiland,Staff,1991-05-23,61006,2
296856,Naraig,Weiland,Senior Staff,1996-05-22,61006,2
265157,Narain,Aamodt,Senior Staff,2001-12-02,48088,2
265157,Narain,Aamodt,Staff,1993-12-02,48088,2
283019,Narain,Aingworth,Engineer,1988-05-08,40000,2
283019,Narain,Aingworth,Senior Engineer,1995-05-09,40000,2
446265,Narain,Bakhtari,Senior Engineer,1999-07-05,57864,2
446265,Narain,Bakhtari,Engineer,1991-07-05,57864,2
407229,Narain,Ballarin,Senior Engineer,1996-07-27,40000,2
407229,Narain,Ballarin,Engineer,1987-07-28,40000,2
479123,Narain,Berstel,Engineer,1985-10-02,40000,2
479123,Narain,Berstel,Senior Engineer,1991-10-02,40000,2
212191,Narain,Besancenot,Senior Engineer,1993-12-29,40000,2
212191,Narain,Besancenot,Engineer,1987-12-30,40000,2
484356,Narain,Bonifati,Engineer,1986-06-29,45727,2
484356,Narain,Bonifati,Senior Engineer,1995-06-29,45727,2
208785,Narain,Brookner,Staff,1991-08-22,40000,2
208785,Narain,Brookner,Senior Staff,1999-08-22,40000,2
52009,Narain,Chinal,Engineer,1994-04-14,60569,2
52009,Narain,Chinal,Senior Engineer,1999-04-14,60569,2
58691,Narain,England,Senior Staff,1993-03-25,53830,2
58691,Narain,England,Staff,1987-03-26,53830,2
474818,Narain,Ghemri,Senior Engineer,1994-10-31,41418,2
474818,Narain,Ghemri,Engineer,1987-10-31,41418,2
245434,Narain,Gulla,Senior Engineer,1992-07-14,52082,2
245434,Narain,Gulla,Engineer,1985-07-14,52082,2
299909,Narain,Gunderson,Staff,1985-07-17,40000,2
299909,Narain,Gunderson,Senior Staff,1990-07-17,40000,2
247556,Narain,Impagliazzo,Senior Staff,1999-05-21,40000,2
247556,Narain,Impagliazzo,Staff,1993-05-21,40000,2
486776,Narain,Kawashima,Engineer,1987-08-23,40000,2
486776,Narain,Kawashima,Senior Engineer,1995-08-23,40000,2
208660,Narain,Larfeldt,Engineer,1990-02-17,40000,2
208660,Narain,Larfeldt,Senior Engineer,1997-02-17,40000,2
26709,Narain,Marchegay,Senior Staff,1994-05-27,46944,2
26709,Narain,Marchegay,Staff,1989-05-27,46944,2
442780,Narain,Merle,Engineer,1989-12-16,40000,2
442780,Narain,Merle,Senior Engineer,1996-12-16,40000,2
428416,Narain,Murtha,Senior Staff,1993-07-03,40000,2
428416,Narain,Murtha,Staff,1987-07-04,40000,2
401298,Narain,Plotkin,Staff,1994-06-09,40000,2
401298,Narain,Plotkin,Senior Staff,2002-06-09,40000,2
433883,Narain,Straney,Staff,1990-12-10,59776,2
433883,Narain,Straney,Senior Staff,1998-12-10,59776,2
58087,Narain,Szilard,Staff,1992-07-22,59678,2
58087,Narain,Szilard,Senior Staff,1998-07-22,59678,2
271368,Narain,Tramer,Engineer,1987-10-19,44990,2
271368,Narain,Tramer,Senior Engineer,1995-10-19,44990,2
25203,Narain,Werthner,Senior Engineer,2001-08-04,40000,2
25203,Narain,Werthner,Engineer,1994-08-04,40000,2
261926,Narain,Zedlitz,Senior Engineer,1997-10-26,55255,2
261926,Narain,Zedlitz,Engineer,1990-10-27,55255,2
99576,Nathalie,Anguita,Staff,1992-04-05,75576,2
99576,Nathalie,Anguita,Senior Staff,1998-04-05,75576,2
449537,Nathalie,Bojadziev,Senior Staff,2000-04-04,40000,2
449537,Nathalie,Bojadziev,Staff,1995-04-05,40000,2
74412,Nathalie,Desikan,Senior Engineer,1994-01-08,40000,2
74412,Nathalie,Desikan,Engineer,1989-01-08,40000,2
81268,Nathalie,Doering,Staff,1994-10-15,56406,2
81268,Nathalie,Doering,Senior Staff,2001-10-15,56406,2
200027,Nathalie,Godskesen,Staff,1990-11-09,66755,2
